"HolderAddress","Balance","PendingBalanceUpdate"
"0x0000000000000000000000000000000000000000","0","Yes"
"0x0000000000000000000000000000000000000001","3.80283603E-10","No"
"0x000000000000000000000000000000000000dead","0.00724811028848025","No"
"0x00000003d1c07448526014767db8264e452e3b70","63.8630379645955","No"
"0x00010a708585ba4812a1c5976182626c75cb7a6b","29.875923197933","No"
"0x0007526b3f0ded01ad882d3ea07eb6dbf6551bda","18.8512471722071","No"
"0x001628015b6906347c73d462e14ed6eb4b482ff3","0.222057464441713","No"
"0x0019a86f127b3fc68633e8ac63b74f7d10fff897","0.001544974679788","No"
"0x00324d6fdbaa17b1a5256f396319d513aefbbacf","0.629224677096062","No"
"0x0049e6f32e9f5cf5c781726f3c6b598e50dbb3da","0.0021997006467749","No"
"0x0054b4a38103bb0cd294f1dee9f2c431b95867c9","154.133732808714","No"
"0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9","2355.99878991581","No"
"0x008bf8f8f089d1bb6081d4e9fb79e2e8e5d415aa","0.000146687708441757","No"
"0x0092644df0e72b39e609754272fd846eb69751dd","0.000765031477178667","No"
"0x009e5d063fe3a132c8346ab7a7de20405174d04a","0.00139436981048611","No"
"0x009eda1b6d629a249309acddfb533fbf51ba1393","0.001946035376217","No"
"0x00a11b2c8a14fbc41304a41d03c7ca26f482ccb0","0.0012037815630589","No"
"0x00ace0ddb922bc1a69cda42d616e40bd21d8a1f1","0.001946035376217","No"
"0x00bb117b26dd900dff1dfe2a748514adee31378f","1.96578978136904","No"
"0x00bebc13d36d249005f5188ef1d9d88f38088dbe","0.0234561943217778","No"
"0x00cbc670efc807b020c6118812a8b45677a9c3c9","31.1923097852079","No"
"0x00dcb1bdabcd8236f68c8d91df618cbf538a1256","152.21887861345","No"
"0x010622794fed49c7967aa45f4b6f27cc1cd82eba","0.0582500949673136","No"
"0x0129814e402a0dc58dadfc516a11de4fde778202","38.2721871235445","No"
"0x01298d8c3c581744a7985d91dea5fbcb9f4f58ec","8621.34457956182","No"
"0x013eb89ebcdf3cde0b7b10c9bc91408100f9fcd1","0.001544974679788","No"
"0x014104b5edf52813a315cadc3e1d452f23eeb52b","542.296052363165","No"
"0x01445326f7023b6c69eeb0eccbbac6797af3e76c","3786.5998975812","No"
"0x014467cc3f40ef555a27651e860bd92f92d69125","3268.16846372573","No"
"0x0154c164105d9855d62d2e3f44cb6d31bcb8bff8","54.9987834858896","No"
"0x015941b26c51950ef64a65b1205625d6b28df162","0.00451000769200704","No"
"0x016037839ac29c9c1b537f52726661bf8f94bdc5","0.128165858316776","No"
"0x01a66607e2f13f89c1af094e7bac50082f094686","604.16886087889","No"
"0x01b18f4857a933c632472aa549c6f93dba1a4861","0.0013517950345979","No"
"0x01b78633b0230d7cf6551bf38a958b3cfccaf1c3","3.31967625939234","No"
"0x01c6e66c0dcadda3f6bee43af37c51fad41c3955","0.137692529533232","No"
"0x01c892c7b9fb9b1acd3584be12efff91278d5230","20.5110042504679","No"
"0x01de59c3f53e7f93a1add2d14d6ffcdb72252531","50031.5637357438","No"
"0x01dfbc9945449238952131555d393a8bbea17a00","3.43154566248081","No"
"0x01e8a979e7c5a1bb5c7af02a5f11263d0af4c19e","3.55030618524097","No"
"0x01f13089b88c7c2eccebc4460316617f8d4861dc","72.2651603597512","No"
"0x020d8c51dcfc958099b4bdd433492c0aa7dbedcd","0.770978494141226","No"
"0x020ec37aa5b16dbe787a86cee1fa39340fa16772","1.055E-14","No"
"0x0214333a16105a7492abcbc8c91f859ffe20e297","27","No"
"0x0225c9cc9a6413812b15ad1c706c3c8b90c0459f","0.142449746578509","No"
"0x0230bc307520081725023ab397785a35a96f233c","0.111034790894339","No"
"0x023d4745f47a0b3dfb27352d15268c053123b59e","0.001394500856947","No"
"0x02446c2c1cd05e49cbe2932342068f95287b86ed","860.660800498317","No"
"0x0257c3b91839ec582f51d0300373fe1fad124ba4","0.43","No"
"0x026403ff2a1396d8d93864ca6ee6981a117aa9f1","0.000197470484449758","No"
"0x02804301bd79f3a4d93ea99de828bcc6ab26afba","50","No"
"0x0281f73edc7fd2674ced17dbf67d8f8adb1ca0df","2.7138815332E-08","No"
"0x029994c789fd68197aca78db8757b5d0ee4d024f","10.8551860478746","No"
"0x02a36dc03fbb0147b208f181913ee31447b4300b","98.1783932325399","No"
"0x02a4742d97b325d5503062c682c98693b4044fe4","0.0562036757719693","No"
"0x02aef62867532fbddf4521b3889a5af09b5333d8","927.565055395802","No"
"0x02b7a35c72b150c3d9175f0c6b0e9e49f0b5988a","0.0034172571428728","No"
"0x02be0331eff5339b2ead7f6fd1dba5face37165f","0.001394500856947","No"
"0x02c3011b01bbd814ff7afb62874e21f13b458eea","67.4186530693891","No"
"0x02d05c67dbc52516d8e4d5538b07b41fcad455d0","76.6572306912168","No"
"0x02dcfdfdb7a0db7227d6dc8d0a926eddd7a43fdd","78.2830103526227","No"
"0x02e114150192ee4b9db6abb1dfdd3afe11b6a525","233.443134846772","No"
"0x02f672034ff6436fa1d2623a5b45dc31f12d6c18","5662.61791601732","No"
